年度,省份,学校,录取批次,文/理（选科要求）,专业,录取最低分,省内排名,本一线（本科线）,本二线
2021,北京,武汉理工大学,本科批,不限,金融学（中外合作办学）,590,12247,400,本二
2021,北京,延边大学,本科批,物理、化学(2科必选),临床医学,580,14186,400,本二
2021,北京,延边大学,本科批,不限,朝鲜语,547,21020,400,本二
2021,北京,上海财经大学,本科批,物理必选,统计学类,641,3816,400,本二
2021,北京,上海财经大学,本科批,不限,法学（双学士学位、法学和金融学）,642,3697,400,本二
2021,北京,上海财经大学,本科批,不限,新闻学,639,4070,400,本二
2021,北京,上海财经大学,本科批,不限,经济学,641,3816,400,本二
2021,北京,上海财经大学,本科批,不限,金融学（中外合作办学）（银行与国际金融）（中外合作办学）,655,2269,400,本二
2021,北京,上海财经大学,本科批,不限,金融学（双学士学位、金融学和统计学）,662,1662,400,本二
2021,北京,上海财经大学,本科批,不限,会计学,652,2544,400,本二
2021,北京,上海财经大学,本科批,物理必选,数学与应用数学（双学士学位、数学学院和经济学院培养）,647,3096,400,本二
2021,北京,上海财经大学,本科批,物理必选,数据科学与大数据技术（工学）,643,3563,400,本二
2021,北京,上海财经大学,本科批,不限,财政学类,639,4070,400,本二
2021,北京,上海财经大学,本科批,不限,法学,640,3925,400,本二
2021,北京,上海财经大学,本科批,不限,国际经济与贸易,639,4070,400,本二
2021,北京,上海财经大学,本科批,不限,工商管理类,639,4070,400,本二
2021,北京,上海财经大学,本科批,不限,工商管理（中外合作办学）（会计学ACCA）（中外合作办学）,650,2754,400,本二
2021,北京,上海财经大学,本科批,不限,财务管理（智能化）,645,3347,400,本二
2021,北京,华东师范大学,本科批,物理/化学(2选1),心理学类,650,2754,400,本二
2021,北京,华东师范大学,本科批,物理必选,数据科学与大数据技术,645,3347,400,本二
2021,北京,华东师范大学,本科批,物理必选,软件工程,646,3224,400,本二
2021,北京,华东师范大学,本科批,物理必选,统计学（双学位）,645,3347,400,本二
2021,北京,华东师范大学,本科批,物理必选,数学与应用数学,645,3347,400,本二
2021,北京,华东师范大学,本科批,不限,汉语国际教育,649,2874,400,本二
2021,北京,华东师范大学,本科批,不限,金融学（双学位）,649,2874,400,本二
2021,北京,华东师范大学,本科批,不限,金融学类,653,2457,400,本二
2021,北京,华东师范大学,本科批,不限,汉语言文学,655,2269,400,本二
2021,北京,复旦大学,本科批,物理/化学(2选1),经济管理试验班,676,544,400,本二
2021,北京,复旦大学,本科批,物理必选,技术科学试验班,676,544,400,本二
2021,北京,复旦大学,本科批,物理/化学(2选1),经济学类,676,544,400,本二
2021,北京,复旦大学,本科批,物理必选,自然科学试验班,673,672,400,本二
2021,北京,复旦大学,本科批,物理必选,数学类,673,672,400,本二
2021,北京,复旦大学,本科批,不限,法学,672,725,400,本二
2021,北京,复旦大学,本科批,不限,新闻传播学类,671,763,400,本二
2021,北京,复旦大学,本科批,不限,人文科学试验班,671,763,400,本二
2021,北京,华东理工大学,本科批,物理/化学(2选1),工科试验班（智慧化工）,622,6528,400,本二
2021,北京,华东理工大学,本科批,物理必选,计算机科学与技术（双学士学位项目）,628,5596,400,本二
2021,北京,华东理工大学,本科批,物理必选,计算机类,628,5596,400,本二
2021,北京,华东理工大学,本科批,物理必选,电子信息类,625,6045,400,本二
2021,北京,华东理工大学,本科批,物理必选,电子信息类（智能与机器人实验班）,627,5755,400,本二
2021,北京,华东理工大学,本科批,不限,国际经济与贸易,619,7037,400,本二
2021,北京,华东理工大学,本科批,物理/化学(2选1),工科试验班（能源与环境）,620,6861,400,本二
2021,北京,华东理工大学,本科批,物理/化学(2选1),工科试验班（生物医药）,620,6861,400,本二
2021,北京,华东理工大学,本科批,物理必选,物理学类,624,6202,400,本二
2021,北京,华东理工大学,本科批,物理必选,机械类（机械智能化实验班）,623,6375,400,本二
2021,北京,华东理工大学,本科批,不限,国际经济与贸易,619,7037,400,本二
2021,北京,东北大学,本科批,不限,经济管理试验班,608,8860,400,本二
2021,北京,东北大学,本科批,不限,外国语言文学类,610,8522,400,本二
2021,北京,东北大学,本科批,物理必选,计算机类,632,5029,400,本二
2021,北京,东北大学,本科批,物理必选,自动化类,631,5161,400,本二
2021,北京,东北大学,本科批,物/化/生(3选1),生物工程类,621,6691,400,本二
2021,北京,东北大学,本科批,历史/思想政治(2选1),公共管理类,618,7202,400,本二
2021,北京,东北大学,本科批,物/史/地(3选1),建筑类（五年制）,612,8147,400,本二
2021,北京,东华大学,本科批,物理必选,智能科学与技术,608,8860,400,本二
2021,北京,东华大学,本科批,物理必选,人工智能,608,8860,400,本二
2021,北京,东华大学,本科批,物理必选,理科试验班类,610,8522,400,本二
2021,北京,东华大学,本科批,物理必选,计算机类,609,8692,400,本二
2021,北京,东华大学,本科批,不限,新闻传播学类,607,9032,400,本二
2021,北京,东华大学,本科批,不限,社会科学试验班,608,8860,400,本二
2021,北京,东华大学,本科批,不限,经济与贸易类,607,9032,400,本二
2021,北京,东华大学,本科批,不限,经济管理试验班,613,7999,400,本二
2021,北京,上海外国语大学,本科批,不限,国际经济与贸易（日语）（办学地点松江校区）,629,4310,400,本二
2021,北京,上海外国语大学,本科批,不限,新闻传播学类（卓越国际新闻传播人才计划）（含新闻学、广播电视学、广告学、网络与新媒体、国际新闻与传播）（办学地点松江校区）,628,4415,400,本二
2021,北京,上海外国语大学,本科批,不限,国际经济与贸易（办学地点松江校区）,627,4540,400,本二
2021,北京,上海外国语大学,本科批,不限,金融学（办学地点松江校区）,626,4635,400,本二
2021,北京,上海外国语大学,本科批,不限,外交学（双学位）（5625元法语双学位）（办学地点松江校区）,626,4635,400,本二
2021,北京,上海外国语大学,本科批,不限,翻译（双学位）（5625元，只招英语考生，工商管理双学位）（办学地点松江校区）,625,4759,400,本二
2021,北京,上海外国语大学,本科批,不限,法语（只招英语、法语考生）（办学地点松江校区）,625,4759,400,本二
2021,北京,上海外国语大学,本科批,不限,翻译（只招英语考生）（办学地点松江校区）,624,4866,400,本二
2021,北京,上海外国语大学,本科批,不限,法学（办学地点松江校区）,624,4866,400,本二
2021,北京,上海外国语大学,本科批,不限,西班牙语（中外合作办学）（企业管理）（1只招英语、西班牙语考生）（办学地点松江校区）（中外合作办学）,618,5597,400,本二
2021,北京,东北农业大学,本科批,物/化/生(3选1),食品科学与工程类,575,15169,400,本二
2021,北京,东北农业大学,本科批,物/化/生(3选1),风景园林,572,15775,400,本二
2021,北京,东北农业大学,本科批,不限,农林经济管理（本硕博班）,581,13996,400,本二
2021,北京,东北农业大学,本科批,不限,金融学类,579,14375,400,本二
2021,北京,大连理工大学,本科批,物理必选,人工智能（创新班）,645,3347,400,本二
2021,北京,大连理工大学,本科批,物理必选,人工智能（未来技术班）,642,3697,400,本二
2021,北京,大连理工大学,本科批,物理必选,机械设计制造及其自动化（创新班）,643,3563,400,本二
2021,北京,大连理工大学,本科批,物理必选,电子信息类（创新班）,642,3697,400,本二
2021,北京,大连理工大学,本科批,物理必选,计算机类（中外合作办学）,624,6202,400,本二
2021,北京,大连理工大学,本科批,化学必选,化工与制药类（创新班）,633,4881,400,本二
2021,北京,大连理工大学,本科批,物理必选,机械设计制造及其自动化（中外合作办学）,627,5755,400,本二
2021,北京,太原理工大学,本科批,物理必选,数据科学与大数据技术,591,12047,400,本二
2021,北京,太原理工大学,本科批,物理必选,电气工程及其自动化,596,11071,400,本二
2021,北京,太原理工大学,本科批,物理必选,机械电子工程,590,12247,400,本二
2021,北京,太原理工大学,本科批,物理必选,自动化,591,12047,400,本二
2021,北京,太原理工大学,本科批,物理必选,计算机科学与技术,592,11858,400,本二
2021,北京,太原理工大学,本科批,物理必选,应用物理学,590,12247,400,本二
2021,北京,太原理工大学,本科批,物理必选,通信工程,592,11858,400,本二
2021,北京,太原理工大学,本科批,物理必选,机械设计制造及其自动化,590,12247,400,本二
2021,北京,清华大学,本科批,不限,法学类（含法学、法学（国际班））,689,171,400,本二
2021,北京,清华大学,本科批,物理必选,理科试验班类（新雅书院）（含物理学等全校各专业）,688,187,400,本二
2021,北京,清华大学,本科批,物理必选,工科试验班类（机械、航空与动力）（含机械工程、机械工程（实验班）、测控技术与仪器、能源与动力工程、车辆工程、车辆工程（电子信息方向）、车辆工程（车身方向）、工业工程、航空航天类）,688,187,400,本二
2021,北京,清华大学,本科批,不限,社会科学试验班（含社会学（含心理学方向）、经济学、国际政治、国际政治（国际事务与全球治理）、英语、英语（世界文学与文化实验班）、日语）,687,210,400,本二
2021,北京,清华大学,本科批,物理必选,理科试验班类（经济、金融与管理）（含金融学类（经济金融国际班）、信息管理与信息系统）,687,210,400,本二
2021,北京,清华大学,本科批,物理必选,建筑类（五年制）（含建筑学、城乡规划、风景园林）,687,210,400,本二
2021,北京,清华大学,本科批,物理、化学(2科必选),临床医学类（医学实验班）（八年制）（含临床医学）,687,210,400,本二
2021,北京,清华大学,本科批,不限,文科试验班类（新雅书院）（含社会学等全校各专业）,686,233,400,本二
2021,北京,清华大学,本科批,物理必选,电子信息类（含电子信息科学与技术、生物医学工程）,685,248,400,本二
2021,北京,清华大学,本科批,物理、化学(2科必选),工科试验班（环境、化工与新材料类）（含环境工程、环境工程（全球环境国际班）、化学工程与工业生物工程、高分子材料与工程、材料科学与工程）,685,248,400,本二
